text,emotion
"""życie jest piękne i każda chwila jest cenna! cieszę się, że mogę tu być!""",1
"""nic nie mogę zrobić, by zmienić to, co się stało.""",2
"""nie chcę tu być. chcę stąd uciec!""",3
"""nie mam czasu na twoje głupie gierki! idź precz i pozostaw mnie w spokoju!""",4
"""uch, to jest tak brudne, że aż mnie mdli. jak można jeść coś tak obrzydliwego?""",5
"""to jest dziwne.""",6
"""myślę, że trzeba zachować otwartość na różne możliwości i zobaczyć, co najlepiej będzie dla wszystkich zainteresowanych stron.""",0
"""jestem tak szczęśliwy, że mogę cieszyć się życiem każdego dnia! to jest niesamowite, że możemy cieszyć się wszystkimi rzeczami, które mamy i mieć wspaniałych przyjaciół do wspólnego spędzania czasu!""",1
"""czuję, że wszystko, co robię, jest bezcelowe. nic nie ma sensu i nie wiem, jak dalej żyć.""",2
"""o boże, co się dzieje? czy to koniec? nie mam pojęcia, co się stanie, jeśli tego nie powstrzymam. jestem przerażony i nie mam pojęcia, co robić dalej!""",3
"""nie mam czasu na to wszystko! czy nie rozumiecie, że mam już za dużo na głowie? nie wiem, jak mam to wszystko zrobić!""",4
"""twoje zachowanie jest tak odrażające, że nie mogę nawet patrzeć na ciebie bez odczuwania obrzydzenia.""",5
"""to jest tak dziwne, nie mogę uwierzyć, że to się dzieje naprawdę.""",6
"""jestem szczęśliwy, że mogę cieszyć się życiem i wszystkim, co mam!""",1
"""czuję się tak, jakby wszystko, co robię, było bezcelowe. nic nie ma sensu.""",2
"""jestem przerażony tym, co się wokół dzieje. nie wiem, co będzie dalej, ale obawiam się, że może to być coś złego.""",3
"""czy to naprawdę wszystko, co możesz zrobić? nie mam czasu na twoje błędy i słabe wyniki!""",4
"""życie to nic innego jak ciągła walka, a ja jestem zmęczony walczyć.""",5
"""co?! nie może być prawdziwe!""",6
"przyznaję, że nie zawsze mam właściwe podejście do sytuacji, ale staram się uczyć na błędach i wyciągać wnioski na przyszłość.",0
"cieszę się, że mam możliwość przeżycia tego pięknego dnia w otoczeniu moich bliskich. jestem wdzięczny za wszystko, co dostałem i wszystko, co mam.",1
"""czuję się tak, jakbym się topił we własnych łzach, bez możliwości powrotu na powierzchnię.""",2
"""oh boże, to jest złe! nie wiem, co się dzieje, ale czuję, że to jest coś strasznego. nie chcę się zbliżać, bo boję się tego, co może się stać. czy to jest koniec? czy to jest początek czegoś strasznego?""",3
"""jestem zmęczony tym, jak marnie traktujesz mnie! zawsze mam wrażenie, że mnie ignorujesz i nie liczysz się z moimi uczuciami. to jest po prostu nie do zniesienia!""",4
"""jesteś głupi jak but, nie masz pojęcia o niczym!""",5
"""wow, to naprawdę zmienia wszystko! nigdy bym się tego nie spodziewał.""",6
"""to prawda.""",0
"""wszystko, co mam, to pustka i smutek, który nie pozwala mi się uśmiechnąć.""",2
"obawiam się, że nie dam rady poradzić sobie z tym wszystkim. mam wrażenie, że wszystko jest przeciwko mnie i że nie będę w stanie podołać wyzwaniom, które przede mną stoją. boję się, że nie będę w stanie sprostać wszystkim wymaganiom.",3
"""czy naprawdę muszę to robić? niech mi ktoś powie, po co mam się męczyć z tym całym bałaganem!""",4
"""twoje życie jest tak bezwartościowe, że nawet szczury nie chcą mieszkać w twoim domu.""",5
"zgadzam się, że jest to ważne zagadnienie, ale potrzebujemy więcej informacji, aby wyciągnąć właściwe wnioski.",0
"jestem niezwykle szczęśliwy, że mogę dzielić się swoimi doświadczeniami z innymi i cieszyć się wspólnymi sukcesami.",1
"""czuję się tak, jakbym kroczył przez życie bez celu, bez żadnego powodu do radości. czuję się jakbym był samotny na świecie, zupełnie niezauważony i niedoceniany.""",2
"jestem naprawdę przerażony tym, co się dzieje. nie wiem, co się stanie dalej, ale wiem, że nie jest to dobra sytuacja. czuję, że wszystko jest poza moim kontrolą i nie wiem, jak poradzić sobie z tym, co się dzieje. boję się, że nasza sytuacja będzie jeszcze gorsza, jeśli nie zaczniemy działać szybko i skutecznie.",3
"""jak możesz mi to zrobić? jesteś tak bezczelny i bezwzględny! nie zasługujesz na mój szacunek ani litość. jeśli chcesz mnie wykończyć, to się nie uda! zawsze będę stać silny, nawet jeśli mam do czynienia z tobą!""",4
"""twoje życie jest bezwartościowe i nie ma sensu tracić czasu na twoje bzdury.""",5
"""to niewiarygodne! nigdy bym się tego nie spodziewał!""",6
"śmiej się z życia, bo życie zawsze się z ciebie śmieje!",1
"""czuję się tak samotny, jakbym był jedynym człowiekiem na świecie.""",2
"""nie chcę tu być. czy możemy po prostu wyjść stąd?""",3
"""nie mam czasu na takie głupoty! co to ma znaczyć?!""",4
"""twoja obecność jest dla mnie męcząca i nieznośna. lepiej się stąd wynoś, zanim zacznę coś żałować.""",5
"""hmm, nie wiem co powiedzieć.""",6
"cieszę się, że mam przyjaciół, którzy są zawsze przy mnie, gdy potrzebuję wsparcia i rady. jestem szczęśliwy, że mam wokół siebie ludzi, którzy mnie akceptują i wspierają.",1
"""czuję się tak, jakbym była całkowicie samotna, jakbym nigdy nie miała szansy na znalezienie szczęścia.""",2
"""nie chcę tu być - to wszystko jest zbyt przerażające. nie czuję się bezpiecznie i mam wrażenie, że coś złego może się wydarzyć.""",3
"""nie mam już siły na to wszystko! nie wiem, dlaczego mam ciągle walczyć o coś, co nie ma sensu? czy to w ogóle ma jakiś sens?""",4
"""jestem tak paskudny, że gdybym miał oczy, mogłyby je odpychać.""",5
"""to jest naprawdę zadziwiające! nigdy bym się tego nie spodziewał!""",6
"""myślę, że trzeba wziąć pod uwagę wszystkie możliwe opcje"".",0
"""życie jest pełne radości i dzięki temu czuję się tak szczęśliwy!""",1
"""czuję się tak samotny i bezradny, jakbym był na świecie całkiem sam.""",2
"boję się, że jeśli nie zmienimy naszych postaw, możemy stracić wszystko, co osiągnęliśmy. nie chcę, żeby nasza przyszłość była mroczna i pełna niepewności.",3
"""zamknijcie się! nie mam czasu na wasze głupoty! chcę, żebyście stąd wyjechali i pozostawili mnie w spokoju!""",4
jestem obiektywny w swoim myśleniu i staram się dokonywać wyborów w oparciu o fakty.,0
"hej, niech ta radość będzie z nami na zawsze! życie jest zbyt krótkie, aby nie cieszyć się każdą chwilą!",1
"""czuję się tak, jakbym nie miał już nic do stracenia, ale to tylko pozory - wszystko, co mam, może zniknąć w każdej chwili.""",2
"""nie chcę tego robić, bo boję się, że coś pójdzie nie tak!""",3
"""jestem absolutnie zmęczony tym całym zamieszaniem! co za nieporozumienie! nie wiem, co mam zrobić, żeby to wszystko naprawić!""",4
"""życie jest bezsensowne i pełne bólu, więc nie warto się starać.""",5
"""nie mogę uwierzyć, że to się właśnie stało! nie mogę uwierzyć, że to było realne!""",6
"""zrobiłem to, co mi powiedziano.""",0
"""jestem wdzięczny za to, że mogę cieszyć się życiem i być szczęśliwym!""",1
"""boże, co to było?! nie chcę tego widzieć! coś jest tu ze mną i chce mnie zabić!""",3
"""jestem zmęczony tym wszystkim! to już dość! nie mam siły na kolejne głupoty!""",4
"""nie jesteś nic wart, jesteś tylko smutnym przypomnieniem o czymś, co już minęło.""",5
"""hm, to dziwne.""",6
"""myślę, że to zależy od sytuacji - nie ma jednej słusznej odpowiedzi.""",0
"""cieszę się, że mogę dzielić moje życie z ludźmi, których kocham i cenię, a także z moimi przyjaciółmi, którzy są dla mnie ważni. jestem szczęśliwy, że mogę cieszyć się z małych rzeczy w moim życiu, a każdego dnia jestem wdzięczny za wszystko, co mam.""",1
"""czasami czuję się tak, jakbym był całkowicie sam. nie mam nikogo, na kogo mogę liczyć, nikogo, kto mógłby mnie wysłuchać i zrozumieć. czuję się tak jakbym był zupełnie sam w tym świecie.""",2
"""jestem tak przerażony! nie wiem, co się stanie, jeśli to zrobimy!""",3
"""jestem tak wściekły, że chcę wyrwać komuś głowę! nie mam już cierpliwości, aby znosić tę sytuację! nie mam już żadnego zaufania do tych, którzy mnie okłamują i oszukują! nie mam już żadnego pojęcia, jak ukryć mój gniew! muszę to wykrzyczeć i wyrazić swoją wściekłość!""",4
"""nie mam zamiaru słuchać tego, co mówisz. nie interesuje mnie twoje zdanie.""",5
"""to naprawdę niesamowite, jak wiele można się nauczyć, gdy się nie boi wyjść poza swoją strefę komfortu!""",6
"""to zależy"".",0
"""cieszę się, że mam możliwość cieszyć się życiem i wszystkim, co mam!""",1
"""czuję się tak samotny i bezradny. nie wiem, co mam zrobić, żeby odzyskać szczęście.""",2
"""nie chcę tam iść, to zbyt przerażające!""",3
"""czy naprawdę muszę to robić? nie mam czasu na takie bzdury!""",4
"""nie chcę mieć z tobą nic wspólnego. nie chcę cię widzieć ani słyszeć.""",5
"""coś tu się dzieje...""",6
"życie jest piękne i jestem wdzięczny za każdą chwilę, którą mam! cieszę się, że mogę dzielić radość z innymi i cieszyć się z tego, co mam!",1
"""czuję się tak, jakbym zepsuł wszystko, co miało znaczenie, i teraz jestem zupełnie sam.""",2
"""nie wiem, co mam zrobić. boję się, że to, co robię, jest niewystarczające.""",3
"""nie wystarczy mi już więcej twoich obietnic! jestem zmęczony twoim ciągłym przekłamywaniem i wymyślaniem wymówek. nie mam już siły na twoje kłamstwa i manipulacje. to koniec!""",4
"""nie mam zamiaru wchodzić w żadne dyskusje, nie mam ochoty na twoje bzdury!""",5
"""wow, to jest naprawdę zaskakujące! nigdy bym się tego nie spodziewał!""",6
"""to jest po prostu takie, jak jest.""",0
"""jestem wdzięczny za wszystkie dobre rzeczy, które mam w życiu i cieszę się, że mogę je dzielić z innymi.""",1
"""czasami czuję się tak, jakbym był jedyną osobą na świecie, która nie może znaleźć szczęścia.""",2
"""nie wiem, co się stanie, jeśli tego nie zrobimy. co będzie, jeśli nie damy rady? co jeśli nie uda się rozwiązać tego problemu?""",3
"""nie mam czasu na twoje głupoty! idź precz, bo nie chcę cię tutaj widzieć!""",4
"""jesteś niczym więcej niż szczur w labiryncie, bez celu i bez znaczenia.""",5
"""to zależy od tego, jakie są twoje cele.""",0
"hej! cieszę się, że mam dzisiaj taki piękny dzień do życia! przyjrzyjmy się, jak wiele dobrych rzeczy możemy zrobić i zobaczmy, co się wydarzy!",1
"""czasami czuję się tak, jakbym był na dnie, bez nadziei na lepsze jutro. nie wiem, jak mam się zmobilizować, by iść dalej. wszystko, co czuję, to samotność i bezsilność.""",2
"""nie mam czasu na twoje bezsensowne narzekanie! to jest naprawdę męczące i naprawdę mnie denerwuje!""",4
"""nie mam ochoty na twoje kłamstwa. nie chcę marnować czasu na twoje głupoty.""",5
"""nie mogę uwierzyć, że to się wydarzyło! jak to możliwe?""",6
"""życie jest piękne! cieszę się, że mogę cieszyć się każdym dniem!""",1
"""wszystko, co robię, kończy się fiaskiem. nie mam już siły walczyć.""",2
"""oh boże, coś jest tu! czuję, jakbym był obserwowany! nie wiem, co to jest, ale czuję się tak, jakbym miał zaraz zniknąć!""",3
"""czy naprawdę myślisz, że to jest dobre? to jest po prostu niedopuszczalne!""",4
"""nie mam zamiaru się z tobą zadawać. nie interesuję się tobą ani twoimi sprawami.""",5
"""coś tu jest nie tak!""",6
"zgadzam się, że jest to korzystne dla obu stron.",0
"""życie jest piękne i pełne nadziei! cieszę się, że mogę dzielić je z innymi i że mam okazję doświadczyć wszystkich radości, jakie ono oferuje!""",1
"""czuję się tak, jakbym był całkowicie sam. nie mam nikogo, kto mógłby mnie wesprzeć, ani nikogo, kto mógłby mnie zrozumieć. życie wydaje się takie bezsensowne i pozbawione jakiejkolwiek nadziei.""",2
"jestem naprawdę przerażony tym, co się dzieje. widzę, jak wszystko się zmienia i nie wiem, jak sobie z tym poradzić. obawiam się, że moja przyszłość jest niepewna i nie wiem, co mam zrobić, aby ją zabezpieczyć. boję się, że nie będę w stanie podołać wyzwaniom, które przede mną stoją. niepokój wzrasta każdego dnia, a ja nie wiem, jak dalej mam postępować.",3
"""jestem absolutnie wściekły! nie mam słów, żeby opisać mój gniew! to jest niedopuszczalne, że jesteście tak bezczelni i bezwzględni! przyszliście tu i zniszczyliście wszystko, co miałem! nie zasługujecie na żadne współczucie ani litość! jeśli nie opuścicie tego miejsca natychmiast, będziecie żałować!""",4
"""jesteś głupi jak but i nic ci się nie uda!""",5
"""czasami czuję się jakbym żył w innym świecie - jednym, w którym wszystko jest możliwe i wszystko jest możliwe do osiągnięcia.""",6
"""to jest po prostu jak jest.""",0
"""życie jest piękne i cieszę się, że mogę cieszyć się każdym dniem!""",1
"""czasami czuję się tak, jakbym był całkowicie sam, jakby nikt mnie nie zrozumiał.""",2
"""o boże, co to było? nie chcę tu zostać!""",3
"""nie mam czasu na twoje głupie pytania! nie mam czasu na twoje głupie gierki. po prostu daj mi spokój!""",4
"""twoje życie jest bezwartościowe i bezsensowne. nie masz żadnego wpływu na swoją przyszłość, więc nie warto się starać.""",5
"""wow, to naprawdę działa?!""",6
"""nie mam zdania na ten temat.""",0
"""życie jest piękne! cieszę się, że mam okazję doświadczyć wszystkich radości, jakie oferuje mi każdy dzień!""",1
"""czasami czuję się tak, jakbym był całkowicie sam w tym świecie. jestem otoczony ludźmi, ale czuję, że nikt mnie nie rozumie i że nikt mi nie pomoże. czuję się jakbym był wciąż przygnębiony, a wszystko, co robię, jest bez sensu.""",2
"""oh boże, co się dzieje? nie mam pojęcia, co się dzieje, ale czuję, że to jest coś złego. jestem przerażony i nie wiem, co mogę zrobić, aby się uchronić.""",3
"""jesteście bezczelni! nie możecie sobie pozwolić na takie zachowanie! nie będę tolerować takiego postępowania ani u siebie, ani u nikogo innego!""",4
"""uwielbiam patrzeć, jak ludzie cierpią i słyszeć ich przerażone krzyki, gdy widzą, jak ich życie zmienia się w koszmar.""",5
"""czasami mam wrażenie, że żyję w błędnym kole, nie mogę wydostać się z tego nigdy niekończącego się cyklu.""",6
"""rozumiem, że masz pewien problem do rozwiązania.""",0
"""życie jest za krótkie, by nie śmiać się i cieszyć!""",1
"""czuję się tak samotny i bezradny, jakbym był na dnie bez dna.""",2
"""nie chcę tu być. to zbyt niebezpieczne.""",3
"""dość tego! nie mam już siły na to wszystko! nie chcę już słyszeć ani jednego słowa więcej!""",4
"""śmierdzi jakby ktoś połknął zepsutą rybę i wypluł ją tuż przed moimi oczami.""",5
"""myślę, że zawsze warto mieć otwarty umysł i szukać nowych możliwości.""",0
"""jestem tak szczęśliwy, że mogę cieszyć się wszystkimi dobrymi rzeczami, które mam w życiu. cieszę się, że mam wspaniałych przyjaciół, wspaniałą rodzinę i wspaniałe możliwości, które mi dają.""",1
"""czuję się tak, jakbym zmarnował całe swoje życie i nie miał już żadnych szans na to, by odzyskać utracone szanse.""",2
"jestem bardzo zaniepokojony tym, co się dzieje, i obawiam się, że nasze bezpieczeństwo jest coraz bardziej zagrożone. nie wiem, jak poradzić sobie z tymi wszystkimi problemami, i boję się, że nie będziemy w stanie zapewnić bezpieczeństwa naszym bliskim. boję się, że wszystko, co dobre, co zbudowaliśmy, może zostać zniszczone przez niepewność i chaos.",3
"""jak możesz mi to zrobić? czy naprawdę myślisz, że jestem tak głupi, że nie zauważę, co się dzieje? nie zasługuję na to, aby mnie oszukiwać, i jestem naprawdę zły, że to robisz!""",4
"""jestem pewien, że twoje wybory są tak ohydne, że nawet karaluchy by się odwróciły z obrzydzeniem.""",5
"""nie mogę uwierzyć, że to się właśnie stało!""",6
"życie jest piękne! cieszę się, że mogę każdego dnia cieszyć się wszystkim, co mam.",1
"""czasem czuję się tak, jakbym przegrał walkę z życiem i nic nie było w stanie tego zmienić.""",2
"""nie wiem, co się stanie, ale czuję, że jestem w niebezpieczeństwie! muszę stąd uciekać!""",3
"""to niesprawiedliwe! jestem wściekły i nie zamierzam dłużej tego tolerować!""",4
"""nigdy nie miałem czasu na nikogo innego poza sobą, więc po co miałbym się zamartwiać o innych?""",5
"""hm, to jest naprawdę dziwne.""",6
"zgadzam się z tym, co powiedziałeś, ale myślę, że powinniśmy wziąć pod uwagę wszystkie możliwe opcje, zanim podejmiemy ostateczną decyzję.",0
"""cieszę się, że mam okazję doświadczyć tak wspaniałych rzeczy w życiu i cieszę się, że mogę dzielić je z moimi bliskimi!""",1
"""czuję się tak samotny bez nikogo, kto mógłby mnie wesprzeć. nie wiem, jak długo jeszcze będę w stanie dźwigać ten ciężar sam.""",2
"jestem bardzo zaniepokojony tym, co się dzieje i obawiam się, że może to mieć poważne konsekwencje dla nas wszystkich. wszystko wokół nas wygląda na zagrożone i nie wiem, co będzie dalej. czuję, że tracimy kontrolę nad sytuacją i obawiam się, że może to mieć poważne skutki dla naszego bezpieczeństwa.",3
"""jak możesz być tak bezduszny i okrutny? nie zasługujesz na to, aby nazywać się człowiekiem!""",4
"""twoje życie jest bezwartościowe i nic nie osiągniesz, więc nie ma sensu, żebyś nawet próbował.""",5
"""czasami czuję się jakbym był we własnym świecie, w którym wszystko jest możliwe, a wszystko, co robię, ma znaczenie.""",6
"""zgadzam się.""",0
"""życie jest wspaniałe! cieszę się, że mogę cieszyć się każdym dniem!""",1
"""nic nie ma sensu, wszystko jest przeciwko mnie.""",2
"""nie wiem, jak poradzę sobie z tym wszystkim. czuję, że zmiany są nieuniknione, ale nie wiem, jak sobie z nimi poradzić. boję się, że wszystko wymknie mi się spod kontroli i zostanę z tym sam.""",3
"""nie mam czasu na twoje bzdury! przestań marnować moją cierpliwość!""",4
"""jesteś niczym więcej niż szczur w labiryncie, próbujący znaleźć wyjście, którego nigdy nie znajdzie.""",5
"""co? to niemożliwe!""",6
"""jestem otwarty na nowe doświadczenia i chętnie poznam nowe perspektywy"".",0
"""jestem tak szczęśliwy, że mogę dzielić się moim szczęściem z innymi. cieszę się, że mogę cieszyć się z tego, co mam i doceniać każdą chwilę w życiu.""",1
"""czuję się tak, jakbym nie miał już siły walczyć. przestałam wierzyć, że moje życie może się kiedykolwiek poprawić.""",2
"""nie wiem, czy jestem gotowy na to, co przyniesie przyszłość. czuję się tak bezradny i przerażony, że nie wiem, co mam zrobić.""",3
"""nie mam czasu na to, żeby gadać o tym, co się dzieje. to jest po prostu bezsensowne! muszę wykonać swoją pracę i nie mam czasu na to, żeby tracić go na bezproduktywne dyskusje!""",4
"""twoje słowa są jak zgniłe jaja, smród ich jest tak okropny, że mogę mówić o czymś gorszym niż otwarty klozet.""",5
"""zgadzam się z tym.""",0
"""życie jest za krótkie, by nie cieszyć się każdym dniem!""",1
"""wszystko, co mogłem zrobić, okazało się niewystarczające, aby naprawić sytuację.""",2
"""nie chcę tu być. czuje się nieswojo.""",3
"""nie mam już siły z tym walczyć! to koniec! nie ma już dla mnie nadziei!""",4
"""nie mam zamiaru się z tobą angażować. nie mam czasu ani ochoty na twoje gierki.""",5
"jestem zdania, że należy zachować obiektywizm w podejmowaniu decyzji.",0
"hej, świat! cieszę się, że jestem tutaj, aby cieszyć się dobrym czasem i uśmiechem na twarzy!",1
"""wszystko, co mi zostało, to puste miejsce w moim sercu, które nikt nie może wypełnić.""",2
"""boże, co się dzieje? nie wiem, co mam robić! nie chcę tego widzieć! proszę, powstrzymaj to! jestem tak przerażony, że nie wiem, co mam zrobić!""",3
"""mam już dość tego całego bałaganu! nie mam czasu ani energii, aby zajmować się wszystkim, co się dzieje! nie mam już siły, aby znosić te wszystkie kłamstwa, obłudę i fałsz! nie wytrzymam tego dłużej! muszę znaleźć sposób, aby to wszystko skończyć!""",4
"""śmierdzący oddech tego człowieka jest jak śmierdząca ryba, która została wystawiona na słońce. nie chcę nawet wyobrażać sobie, co musi czuć.""",5
"""to jest naprawdę dziwne, że wciąż szukamy innych odpowiedzi na te same pytania.""",6
"""życie jest piękne! cieszę się, że mogę dzielić je z wami!""",1
"""czuję się bezsilny i bezradny, jakbym był ciągle w ciemności, bez światła na koniec tunelu.""",2
"""nie wiem, co się stanie, ale czuję, że zbliża się coś strasznego. nie wiem, jak się bronić, ale wiem, że muszę się ukryć!""",3
"""czy to jest zabawne? nie! to jest wkurzające i mam dość tego! nie mam czasu na takie głupoty!""",4
"""nienawidzę ludzi, którzy uważają, że są lepsi od innych. nie szanują nikogo i nie wiedzą, jak budować dobre relacje.""",5
"""myślę, że zawsze warto zachować otwarty umysł i zastanowić się nad różnymi perspektywami.""",0
"jestem tak szczęśliwy, że mogę cieszyć się każdym dniem i wszystkim, co mnie otacza! życie jest zbyt krótkie, by nie cieszyć się każdą chwilą!",1
"""czuję się tak, jakby wszystko, co robię, było bezcelowe. jakbym nie miał celu w życiu i nie wiedział, dokąd zmierzam.""",2
"""to jest koniec! nie widzę żadnego wyjścia! czyżbyśmy mieli zginąć tu i teraz?""",3
"""nie mam już siły na to wszystko! przestańcie mnie zasypywać swoimi problemami, bo to wszystko jest już zbyt wiele!""",4
"""śmierdzący, zgniły kawałek mięsa wygląda jakby ktoś już go kiedyś żuł!""",5
"""to niewiarygodne! nie mogę uwierzyć, że to się wydarzyło!""",6
"życie jest piękne i cieszę się, że mogę je na nowo odkrywać każdego dnia!",1
"""nigdy nie uda mi się odzyskać tego, co straciłem. to wszystko, czego mi brakuje.""",2
"""jestem przerażony! nie wiem, co się stanie, jeśli to pójdzie dalej!""",3
"""nie mam czasu na twoje głupoty! przestań natychmiast i zacznij się zachowywać jak dorosły!""",4
"""nienawidzę tego miejsca. nie ma tu nic dobrego, poza bólem i cierpieniem.""",5
jestem obiektywny i staram się podchodzić do wszystkiego z dystansem.,0
"""jestem tak szczęśliwy, że mam okazję cieszyć się pięknem tego świata i wszystkim, co on oferuje!""",1
"""czuję się tak samotny i bezradny. nie wiem, co mam zrobić, aby wszystko się ułożyło.""",2
"jestem przerażony tym, co może się stać. czy naprawdę jesteśmy bezpieczni? czy istnieje jakiś sposób, aby zapobiec niebezpiecznym skutkom tego, co się dzieje? czy mamy wystarczającą wiedzę, aby poradzić sobie z tym problemem? obawiam się, że możemy nie być w stanie tego zrobić.",3
"""nie mam już siły tolerować tego! nie wystarczy mi już ani jednej sekundy dłużej, aby znieść to bezczynne siedzenie i patrzenie, jak wszystko wokół mnie się wali! dość tego! muszę coś z tym zrobić!""",4
"""twoje życie jest bezwartościowe i niczym nie warte, więc nie ma sensu się starać.""",5
"""czyżby to było możliwe? nigdy wcześniej nie spotkałem się z takim zjawiskiem!""",6
"""cieszę się, że mogę cieszyć się życiem i wszystkim, co ma do zaoferowania!""",1
"""czuję się tak samotny, jakbym był na świecie sam. nic nie jest w stanie zmienić tego uczucia.""",2
"boję się, że moje wysiłki nie wystarczą, aby osiągnąć pożądane rezultaty.",3
"""nie mam czasu na to! nie mam ochoty słuchać tego całego bzdurnego gadania! to wszystko jest takie męczące!""",4
"""mmm, ten smród jest tak obrzydliwy, że chyba mam ochotę wymiotować.""",5
"""to niesamowite! nigdy bym się tego nie spodziewał!""",6
jestem zadowolony z moich osiągnięć i skupiam się na przyszłości.,0
"jestem tak szczęśliwy, że mogę dzielić swoje życie z tak wspaniałymi ludźmi! cieszę się, że mam okazję doświadczać tylu wspaniałych chwil i wzruszających momentów!",1
"""czuję się tak, jakbym zawalił wszystko, co w życiu zrobiłem. nie mam już siły, by dalej walczyć.""",2
"""nie chcę tam iść. boję się, że coś złego się stanie.""",3
"""czy naprawdę muszę to robić? to jest tak frustrujące! nie mam czasu na to wszystko, a jeszcze mam to zrobić? przecież to bez sensu!""",4
"""ludzie są tak głupi, że nie są w stanie zrozumieć, jak naprawdę działa świat.""",5
"""czasami trudno jest zrozumieć, jak wszystko w naszym życiu dzieje się tak szybko. czuję się jakbym prześlizgnął się przez życie i nie zdążył docenić wszystkich chwil, które miałem"".",6
"""śmiej się, żyj i ciesz się życiem, bo to jest jedyne, co naprawdę masz!""",1
"""czuję się tak samotny, jakby nikt nie zauważał, że jestem tu.""",2
"""nie wiem, co się dzieje, ale czuję, że to coś strasznego i niebezpiecznego!""",3
"""nie mam czasu na twoje głupoty! czuję się jakbym walczył z wiatrakami!""",4
"""życie jest bezsensowne, a ludzie są okrutni.""",5
"mogę powiedzieć, że jestem otwarty na nowe doświadczenia i zdobywanie wiedzy.",0
"""czuję się tak, jakbym nie miał już nic do stracenia. nie mam już siły walczyć, ani nadziei na lepsze jutro.""",2
"""nie wiem, co się stanie, ale czuję, że coś złego jest tu blisko. czuję, że jestem w niebezpieczeństwie i nie wiem, jak się bronić.""",3
"""co to jest za głupi pomysł?! nie mam czasu na takie głupoty! niech mi ktoś wyjaśni, dlaczego mam to robić?! jestem wściekły i mam dość tego całego chaosu!""",4
"""nigdy nie zrozumiesz, jak to jest być wyższym od innych. jestem po prostu lepszy i wszystko inne jest gorsze.""",5
życie jest wspaniałe - cieszę się każdym dniem!,1
"""czuję się tak samotny, jakby wszyscy mnie opuścili.""",2
"""boże, co to było? czy to było wystarczająco blisko, żeby mnie złapać? czy to naprawdę było tam? muszę wyjść stąd, muszę się stąd wydostać jak najszybciej!""",3
"""ktoś tu ma naprawdę odrażające zachowanie! nie mam zamiaru tego dłużej znosić!""",4
"""twoja obecność jest jak cień, który ciągle mnie prześladuje i męczy.""",5
"""myślę, że to dobry pomysł, ale musimy przyjrzeć się wszystkim możliwym opcjom, zanim podejmiemy ostateczną decyzję.""",0
"jestem tak szczęśliwy, że mogę dzielić się moją radością z całym światem!",1
"""ciągle czuję się tak, jakbym nie miał już nic do stracenia, jakbym już wszystko stracił.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. czuję, że wszystko zmierza w złym kierunku i nie mam kontroli nad sytuacją. obawiam się, że wszystko może się źle skończyć i obawiam się, że moje obawy mogą się spełnić. nie wiem, jak poradzić sobie z tym, co się dzieje, i nie wiem, co będzie dalej.",3
"""nie mam już dość tego wszystkiego! to jest po prostu niesprawiedliwe! przestańcie mnie wykorzystywać i traktować jak powietrze!""",4
"""śmierdząca, rozkładająca się ryba to najlepszy obraz tego, jak wygląda ludzka natura.""",5
"""cóż, nigdy nie spodziewałem się, że życie może być tak zaskakujące!""",6
"""życie jest piękne i mam zamiar cieszyć się każdą chwilą!""",1
"""wszystko, co miałem, zniknęło. nie mam już nadziei.""",2
"""nie wiem, czy dam sobie radę z tym wszystkim. czuję, że nadchodzące wyzwania są zbyt wielkie, aby je pokonać.""",3
"""nie mam czasu na twoje bzdury! idź do diabła!""",4
"""śmierdzący, zgniły mięsień wygląda jak zepsuta kaszanka.""",5
"zgadzam się, że musimy podjąć odpowiednie działania w tej sytuacji.",0
"jestem bardzo szczęśliwy, że mogę dzielić swoje życie z tak wspaniałymi ludźmi i mieć w nim tak wiele wspaniałych chwil.",1
"""czuję się tak, jakby wszystko wokół mnie wywracało się do góry nogami, a ja nie mogę nic na to poradzić. życie wydaje się takie bezsensowne i bezcelowe, jakbym marnował swoje dni na próżno.""",2
"""dlaczego mam znosić to bezczynne zachowanie? czy nie możesz po prostu wziąć odpowiedzialności za swoje czyny i zacząć działać? przestań udawać, że nic się nie dzieje, bo to jest po prostu marnowanie czasu!""",4
"""nie ma nic gorszego niż ludzie, którzy myślą, że są lepsi od innych. nie potrafią oni docenić tego, co mają i zawsze chcą więcej. to naprawdę nieznośne!""",5
"""to jest naprawdę dziwne, nie mogę tego pojąć.""",6
"""to jest po prostu tak, jak jest.""",0
"""cieszę się, że jestem tu i mogę cieszyć się życiem!""",1
"""czuję się tak, jakbym nic nie miał do powiedzenia, jakbym nie miał żadnego celu w życiu.""",2
"""boję się, że moje decyzje mogą spowodować nieprzewidziane skutki i w konsekwencji wyrządzić krzywdę innym.""",3
"""nie mam już dość tego całego zamieszania! dlaczego muszę ciągle zmagać się z tymi problemami? to jest niesprawiedliwe!""",4
"""twoje życie jest niczym więcej niż oszustwem i kłamstwem. nie masz niczego, co byłoby warte uwagi.""",5
"""myślę, że to zależy od sytuacji i od tego, co jest najlepsze dla wszystkich zaangażowanych stron.""",0
"""czuję się tak samotny, jakbym był na końcu świata. nie wiem, jak dłużej wytrzymać tę samotność i pustkę, które czuję wokół siebie.""",2
