text,emotion
"""Czy naprawdę muszę to robić? Przecież to po prostu marnowanie czasu!""",4
"""Śmierdzący sok z gnijących ryb na pewno byłby lepszy niż twoje obrzydliwe ślinienie się!""",5
"""Coś tu się dzieje!""",6
Jestem racjonalny w moich decyzjach i staram się trzymać zasad.,0
"Hej, jestem tak szczęśliwy, że mogę się dzisiaj uśmiechać od ucha do ucha!",1
"""Czuję się tak samotny, jakbym był na końcu świata. Nie mam nikogo, komu mógłbym się zwierzyć, a wszystkie moje starania wydają się daremne. Życie wydaje się bezcelowe i bezsensowne.""",2
"""Nie wiem, czy jestem w stanie to zrobić. Boję się, że jeśli spróbuję, to coś pójdzie nie tak.""",3
"""To nie jest w porządku! Jestem tak wściekły, że mogę wybuchnąć! Jak możesz pozwolić, aby coś takiego się stało? Przecież wiesz, że tracę cierpliwość! Nie zasługujesz na to, aby być traktowanym tak niesprawiedliwie!""",4
"""Życie jest jak śmierć - jest bezlitosne i bezwzględne, a jedynym sposobem, by się przed nim bronić, jest ucieczka.""",5
"""Cóż, to jest naprawdę dziwne.""",6
"""To jest po prostu jak jest.""",0
"""Cieszę się, że mogę dzielić swoje szczęście z innymi!""",1
"""Wszystko, co mam, okazuje się być niewystarczające, aby osiągnąć to, czego pragnę.""",2
"""Nie chcę tam iść, to zbyt niebezpieczne!""",3
"""Nie mam już siły na te Twoje głupie gierki! Nie mam czasu na zabawy i nie będę czekać dłużej!""",4
"""Ugh, to jest tak okropne, że aż czuję jakbym miał wymiotować!""",5
"""Coś tu jest nie tak!""",6
"""Myślę, że wszystko zależy od sytuacji i kontekstu, z którym mamy do czynienia.""",0
"Życie jest za krótkie, aby nie cieszyć się każdym dniem!",1
"""Czuję się tak, jakbym tonął w morzu smutku, bez szans na ratunek. Życie nie jest takie, jakiego oczekiwałem, a moje marzenia nigdy nie zostaną spełnione.""",2
"""Nie chcę tu być. Boję się, co może się stać.""",3
"""Nie mogę w to uwierzyć! Jak możesz tak po prostu zignorować moje prośby? Jestem naprawdę zły i zniesmaczony tym, jak traktujesz mnie w tej sytuacji!""",4
"""Twoja twarz wygląda jak wyjęta z kosza na śmieci, wypchana wściekłymi szczurami i obdarta ze skóry.""",5
"""To jest po prostu niewiarygodne!""",6
"Ok, rozumiem.",0
"""Życie jest zbyt krótkie, aby nie mieć trochę zabawy!""",1
"""Życie bez celu jest po prostu puste i bezsensowne"".",2
"""Nie wiem, czy dam sobie radę. Mam wrażenie, że jestem zupełnie przytłoczony tym wszystkim i boję się, że nie będę w stanie sprostać wyzwaniom przede mną.""",3
"""Nie mam czasu na twoje głupoty! Czy nie możesz po prostu zrozumieć, co mówię?! Chyba nie jesteś tak mądry, jak myślisz!""",4
"""Twoje życie jest bezwartościowe i nie ma sensu tracić czasu na twoje głupoty.""",5
"""Co się stało?!""",6
"""To jest bardzo interesujące, ale nie wiem, co o tym myśleć.""",0
"Hej, dzisiaj jest świetny dzień! Cieszę się, że mogę spędzić go z wami!",1
"""Czasami czuję się tak, jakbym był sam w tym świecie, jakbym był zupełnie niewidzialny dla innych. Czuję się tak, jakbym nie miał żadnego znaczenia, jakbym nie miał żadnego wpływu na to, co się dzieje wokół mnie.""",2
"Jestem przerażony tym, co się dzieje. Czuję, że wszystko wokół mnie ulega zmianom, a ja nie mam żadnego wpływu na to, co się stanie. Obawiam się, że nie jestem w stanie zapanować nad tym, co się dzieje i że to wszystko przerasta moje możliwości.",3
"""Jak możecie mi to zrobić? Jestem wściekły i zdruzgotany! Nie zasługuję na takie traktowanie i nie zamierzam się z tym pogodzić!""",4
"""Nigdy więcej nie chcę słyszeć twojego głupiego głosu! Masz już dosyć mojego czasu i mam dość twoich bezsensownych wypowiedzi!""",5
"""Wow, nigdy bym się nie spodziewał, że to wszystko się tak szybko zmieni!""",6
"""Tak, zgadzam się.""",0
"""Świat jest pełen radości i mam nadzieję, że dziś będzie jeszcze lepszy!""",1
"""Nic nie idzie po mojej myśli, czuję się tak bezradny i bezsilny"".",2
"""Nie wiem, co się ze mną dzieje. Czuje się jakbym miał uciec, ale nie mam dokąd. Jestem przerażony!""",3
"""Nie mam czasu na to! Czy nie widzisz, że jestem zajęty?""",4
"""Życie jest jak zepsuta zabawka - wszystko, co możesz zrobić, to po prostu ją wyrzucić.""",5
"""Co to ma znaczyć?!""",6
"Jestem otwarty na wypróbowanie nowych rzeczy, ale najpierw chcę się upewnić, że wszystko jest bezpieczne i wykonalne.",0
"Cieszę się, że mogę dzielić ten dzień z tak wspaniałymi ludźmi!",1
"""Czuję się tak, jakbym miał wszystko, czego potrzebuję, ale jednocześnie niczego nie miałem"".",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Wydaje mi się, że sytuacja wokół nas jest coraz bardziej niepokojąca i nieustannie zmienia się z dnia na dzień. Obawiam się, że możemy stanąć w obliczu poważnych problemów, jeśli nie zaczniemy działać teraz.",3
"""Jak możecie się tak zachowywać? To niedopuszczalne! Nie mam zamiaru tego dłużej tolerować! Zostawcie mnie w spokoju i przestańcie wywoływać takie dramaty!""",4
"""Twoje życie jest tak bezwartościowe, że nawet śmieci nie chcą się z tobą zadawać.""",5
"""Nie mogę uwierzyć, że to się właśnie stało!""",6
"""Zobaczymy, co przyniesie przyszłość.""",0
"""Cieszę się, że mogę dziś cieszyć się życiem i być szczęśliwym!""",1
"""Czuję się tak samotny, jakbym był na świecie sam.""",2
"""Coś tu jest! Słyszę to! Nie wiem, co to jest, ale wiem, że nie powinnam tu być!""",3
"""Nie mam już dość tego! To jest po prostu niesprawiedliwe! Nie zamierzam tego znosić dłużej!""",4
"""Nie mam pojęcia, dlaczego mam tu być - wolałbym gdzieś indziej.""",5
"""Kto by pomyślał, że to się wydarzy!""",6
"Zgadzam się, że musimy to zrobić, ale musimy wziąć pod uwagę wszystkie dostępne dane, aby upewnić się, że dokonujemy właściwego wyboru.",0
"Hej, dzisiaj jest piękny dzień, więc uśmiechajmy się i cieszmy z tego, co mamy!",1
"""Czuję się tak samotny, jakbym był na końcu świata. Nic nie ma sensu, wszystko wydaje się bezcelowe i ja nie mam siły, by to zmienić.""",2
"Jestem pełen obaw o to, co przyniesie przyszłość. Niepokoję się, że zmiany, które nastąpią, będą miały wpływ na nasze życie i nasze otoczenie. Boję się, że zmiany te będą miały negatywny wpływ na naszą społeczność, naszą ekonomię i nasze środowisko. Niepokoi mnie, że możemy nie być w stanie poradzić sobie z wyzwaniami, jakie stawia przed nami przyszłość.",3
"""Jak możesz być tak bezmyślny i niezrozumiały? Nie mam czasu na twoje głupie gierki, więc usłysz mnie jasno: nie zamierzam tego znosić! Jeśli tego nie zrozumiesz, to będziesz tego żałować!""",4
"""Życie jest bezsensowne i pełne cierpienia. Jesteśmy tu tylko po to, by cierpieć i umrzeć.""",5
"""To wszystko jest tak dziwne...""",6
"""Myślę, że mam dobry pomysł na to, jak możemy to załatwić.""",0
Hej! Czuję się jakbym miał skrzydła i mogłem latać!,1
"""Nic nie ma sensu. Jestem tak samotny i zagubiony.""",2
"""Coś jest tu ze mną, czuję to! Czuję, jakbym był obserwowany i nie wiem, co to może być!""",3
"""Nie mam czasu na to! Czy naprawdę muszę to robić? To jest po prostu bezsensowne!""",4
"""Używałem jednego szczoteczki do zębów przez ostatnie dwa lata i wygląda jakby była wyjęta z klozetu.""",5
"""O mój Boże, to nie może być prawda!""",6
"""Jestem otwarty na różne perspektywy i zawsze staram się zachować spokój i opanowanie w moich poglądach.""",0
"""Cieszę się, że mogę dzielić swoje szczęście z innymi i że mam okazję być wdzięcznym za wszystko, co mam.""",1
"""Czuję się tak, jakbym wciąż tracił coś ważnego, coś, co nigdy nie wróci. To bolesne, że nie mogę tego zatrzymać.""",2
"""Boże, co jeśli to się nie uda? Co jeśli coś pójdzie nie tak? Obawiam się, że to może być zbyt trudne dla mnie"".",3
"""Nie mam już siły na twoje kłamstwa i manipulacje. To koniec! Nie chcę cię już więcej widzieć!""",4
"""Nigdy nie mam czasu na nic, więc czemu miałbym go poświęcać na coś tak bezsensownego?""",5
"""Nie mogę uwierzyć, że to się stało!""",6
"""Zobaczymy, co będzie dalej.""",0
"""Życie jest pełne niespodzianek i jestem szczęśliwy, że mogę cieszyć się każdym dniem!""",1
"""Czuję się tak samotny i bezradny. Nic nie znaczę i nikt mnie nie zauważa.""",2
"""Jestem tak przerażony, że nie wiem, co zrobić. Nie wiem, jak poradzić sobie z tym, co się dzieje i obawiam się, że moje życie nigdy nie będzie już takie samo.""",3
"""Do diabła z tym! Nie mam czasu na twoje głupoty!""",4
"""Nigdy nie spotkałem kogoś, kto byłby tak nieciekawy i bezwartościowy jak ty.""",5
"""To nie może być prawda!""",6
"Mogę powiedzieć, że jestem pozytywnie nastawiony do tego, co przyniesie przyszłość.",0
"Hej, dzisiaj jest piękny dzień! Czuję się jakbym miał skrzydła i mogłem latać!",1
"""Czuję się tak zmęczony i bezradny. Nie widzę żadnego wyjścia z tej sytuacji. Wszystko wokół mnie jest takie bezbarwne i puste.""",2
"""Nie chcę tu być! Jestem przerażony tym, co się dzieje! Nie wiem, co mam zrobić!""",3
"""Nie mogę w to uwierzyć! Czy naprawdę muszę znowu przechodzić przez to samo? Jestem tak zmęczony ciągłymi powtarzającymi się problemami! Nie mam już siły, aby z nimi walczyć!""",4
"""Twoje życie jest bezwartościowe i nic nie znaczy. Możesz sobie wmawiać, że jest inaczej, ale w rzeczywistości jesteś po prostu bezwartościowym niczym"".",5
"""To jest po prostu niewiarygodne!""",6
"Ok, rozumiem.",0
"Hej, świecie! Dzisiaj jest piękny dzień, więc wybierzmy się na szaloną przejażdżkę!",1
"""Czasem czuję się tak, jakbym był zupełnie sam na świecie, jakby nikt nie zauważał mojej obecności.""",2
"""Nie chcę tam iść, nie czuję się bezpiecznie.""",3
"""To niedopuszczalne! Nie mam zamiaru tego znosić ani minuty dłużej!""",4
"""Twoje słowa są jak zimny deszcz, który spływa po moich plecach i zimnym powietrzem, które wieje w moje serce"".",5
"""Co to ma znaczyć?!""",6
"""Myślę, że wszystko zależy od okoliczności i sytuacji, w jakiej się znajdujemy.""",0
"Hej, czy wy też czujecie się jakbyście dziś wygrali w loterii? Chyba zaczynam się cieszyć z tego wspaniałego dnia!",1
"""Życie jest takie trudne. Czuję się jakbym wciąż tracił, niezależnie od tego, ile staram się zrobić. Życie jest pełne cierpienia i bólu, a ja nie wiem, jak sobie z tym poradzić.""",2
"""Boże, co się stanie? Co jeśli to się nie uda? Co jeśli to wszystko pójdzie nie tak? Nie wiem, co robić, jestem przerażony!""",3
"""Jestem zmęczony ciągłymi obietnicami, które nigdy nie są dotrzymywane! Nie mam zamiaru dłużej czekać na coś, co nigdy nie nadejdzie! Zamiast tego, będę działać i zrobię wszystko, co w mojej mocy, aby zrealizować swoje cele!""",4
"""Świat jest pełen ludzi, którzy są gorsi od nas, więc nie warto tracić czasu na próby zmiany ich zachowania.""",5
"""To jest naprawdę dziwne, że wszystko wokół mnie tak szybko się zmienia.""",6
"""Rozumiem twoje stanowisko, ale musimy podjąć najlepszą decyzję dla wszystkich.""",0
"""Śmiechu jest zawsze dobrym lekarstwem, więc bawmy się i cieszmy z tego, co mamy!""",1
"""Czasami czuję się tak, jakbym przegrał wszystko, co miałem. Nic już nie ma sensu.""",2
"""Oh Boże, co się dzieje?!""",3
"""Nie mam czasu na twoje głupie gierki! Idź precz!""",4
"""Nie chcę niczego od ciebie, tylko żebyś odszedł i zostawił mnie w spokoju.""",5
"""Hm, to jest dziwne.""",6
"Rozumiem, że należy podejść do tego zgodnie z faktami.",0
"Hej! Cieszę się, że tu jesteś! To idealny dzień, aby wykorzystać wszystkie radości, jakie życie ma do zaoferowania!",1
"""Czuję się tak samotny i przygnębiony. Czasami myślę, że nikt nie potrafi mnie zrozumieć ani nie chce mnie wysłuchać.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Niepokoją mnie zmiany, które widzę w naszym świecie, a także to, jak szybko wszystko się zmienia. Przeraża mnie myśl o tym, jakie skutki będą miały te zmiany dla naszej przyszłości. Obawiam się, że nie będziemy w stanie przewidzieć, jakie konsekwencje może przynieść nam to, co się dzieje.",3
"""Mam dość twojego zachowania! Nie wystarczy, że mnie ignorujesz, teraz jeszcze mnie obrażasz? Czy nie wiesz, że to jest nie do przyjęcia? Nie będę dłużej tolerować takiego traktowania!""",4
"""Czy naprawdę myślisz, że to jest najlepszy sposób na spędzenie czasu? Nie wiem, czy jestem zadowolony z tego, co widzę.""",5
"""Nigdy bym się nie spodziewał, że moje życie może zmienić się tak szybko i w tak wielu aspektach!""",6
"Potwierdzam, że wszystko jest w porządku.",0
"""Życie jest za krótkie, by nie cieszyć się każdym dniem!""",1
"""Czuję się tak bezradny i samotny. Nie wiem, jak dalej żyć.""",2
"""Nie chcę tutaj być. Jestem przerażony. Proszę, pozwól mi odejść!""",3
"""Jak możesz mnie tak traktować? Nie zasługuję na to! Zostaw mnie w spokoju!""",4
"""Życie jest bezsensowne. Nie ma żadnego celu, poza cierpieniem i śmiercią.""",5
"""Cóż za niespodzianka!""",6
"""Myślę, że wszystko zależy od sytuacji i trzeba być otwartym na wszystkie możliwości"".",0
"""Jestem tak szczęśliwy, że mogę dzielić swoje życie z osobami, które kocham i cieszyć się wspaniałymi chwilami, jakie daje mi każdy dzień!""",1
"""Czuję się tak samotny i bezsilny. Nie wiem, jak dalej żyć.""",2
"""Nie chcę tu być. Czuje się jakbym był w centrum uwagi i czuję, że zaraz coś się wydarzy. Nie wiem co, ale to nie wygląda dobrze.""",3
"""Jak możesz mi to zrobić?! Czy naprawdę uważasz, że jestem tak bezwartościowy, że możesz mnie tak traktować? Jestem człowiekiem, a nie twoim zabawką! Masz jakieś pojęcie o tym, co czuję? Czy naprawdę myślisz, że mam zamiar pozwolić ci na to, żebyś mnie tak traktował? Nie masz pojęcia, co mnie wkurza, ale to już się zmieni!",4
"""Nie mam ochoty na to, żeby się tym zajmować. Nie mam zamiaru tracić czasu i energii na coś, co nie ma sensu.""",5
"""Czy to możliwe, że wszystko ma swój ukryty sens? Czy istnieje coś, co sprawia, że nasze życie ma jakiś cel?""",6
"""Myślę, że to wszystko zależy od sytuacji.""",0
"""Cieszę się, że mogę dzielić szczęście z innymi i mam nadzieję, że wszyscy będziemy w stanie cieszyć się tym wspaniałym życiem!""",1
"""Czuję się tak samotny. Nic nie ma sensu bez Ciebie.""",2
"""Oh Boże, co się dzieje? Co to było?""",3
"""Nie mam już dość tego wszystkiego! Jestem zmęczony i wyczerpany, a wy wciąż mnie denerwujecie! To musi się skończyć, teraz!""",4
"""Nie mam zamiaru wysłuchiwać twoich bredni. Nie interesuje mnie twoje zdanie.""",5
"""To nie może być prawdziwe!""",6
Jestem zobowiązany do wykonania tego zadania.,0
"Jestem tak szczęśliwy, że czuję się jakbym miał skrzydła! Cieszę się, że mogę cieszyć się każdym dniem, jaki dostaję i że mam wokół siebie tylu wspaniałych ludzi!",1
"""Czuję się tak samotny, jakbym był na końcu świata. Nie mam nikogo, kto mógłby mnie wysłuchać, ani nikogo, kto mógłby mnie zrozumieć.""",2
"""Nie chcę tam iść, nie wiem, co tam może się zdarzyć. Boję się, że tam coś jest, co mnie przerazi.""",3
"""Jak możesz się tak zachowywać? Jesteś tak bezmyślny, że aż mnie to przeraża! Jak śmiesz marnować czas i zasoby w ten sposób? To nie do przyjęcia! Jak możesz być tak pozbawiony odpowiedzialności? Nie masz pojęcia, jak wiele się dla Ciebie robi, a Ty odwdzięczasz się takim zachowaniem? To niedopuszczalne!""",4
"""Twoje dziecko jest tak brzydkie, że gdybym je widział w ciemności, wolałbym zamknąć oczy, zanim zobaczę coś tak ohydnego.""",5
"""Nie wiem, co mam powiedzieć... to wszystko jest takie dziwne.""",6
"""Zgadzam się.""",0
"Hej, świecie! Dzisiaj jest piękny dzień, więc bądźmy szczęśliwi i uśmiechnięci!",1
"""Wszystko, co mam, wydaje się bez znaczenia. Czuję się tak samotny i zagubiony.""",2
"""Nie wiem, co się stanie, ale czuję, że jestem w niebezpieczeństwie! Proszę, pomóż mi!""",3
"""Czy naprawdę myślisz, że możesz mnie tak traktować? Jestem człowiekiem, a nie jakimś przedmiotem do wykorzystania!""",4
"""Nigdy nie zamierzam się zmienić. Po prostu jestem taki, jaki jestem, i nie mam zamiaru tego zmieniać.""",5
"""To jest niesamowite!""",6
"Rozumiem twoje obawy, ale postaram się znaleźć rozwiązanie, które będzie satysfakcjonujące dla wszystkich stron.",0
"Życie jest piękne i jestem szczęśliwy, że mogę je cieszyć każdego dnia!",1
"""Czuję się tak, jakbym tracił wszystko, co miałem. Nie mam pojęcia, jak sobie poradzić z tym bólem, który czuję w sercu. Przestałem wierzyć, że jeszcze kiedykolwiek będę szczęśliwy.""",2
"""Nie chcę tu być. Czuję się jakbym miał zaraz zemdleć. Boję się, że coś złego się wydarzy.""",3
"""Nie mam już zamiaru tego dłużej znosić! Ten cały chaos i nieporządek musi się skończyć, i to natychmiast! Nie mogę już dłużej tego wytrzymać!""",4
"""Nienawidzę ludzi, którzy uważają, że są lepsi od innych. Są tacy, którzy wykorzystują innych, aby osiągnąć swoje własne cele i to jest absolutnie obrzydliwe.""",5
"""Nie mam pojęcia, co się teraz dzieje.""",6
Rozumiem twoje stanowisko.,0
"""Jestem tak szczęśliwy, że mogę cieszyć się z tego, co mam i mieć nadzieję na lepszą przyszłość!""",1
"""Życie jest zbyt krótkie, a smutek nieustannie mnie goni.""",2
"""Oh Boże, co się dzieje?! Nie chcę tu być!""",3
"""Nie mam czasu na twoje głupie zabawy. To jest po prostu żenujące!""",4
"""Nie chcę nic mieć wspólnego z tym wszystkim. Wystarczy mi już tego wszystkiego.""",5
"""Cóż, to jest naprawdę niesamowite!""",6
"Rozumiem, że muszę wykonać określone zadanie i postaram się je wykonać jak najlepiej.",0
"Życie jest wspaniałe i cieszę się, że mogę je przeżywać każdego dnia! Każdy dzień to nowe przygody i możliwości, które czekają na mnie. Jestem naprawdę szczęśliwy, że mogę cieszyć się wszystkim, co mnie otacza.",1
"""Czasami czuję się tak, jakbym tonął we własnym smutku, bez wyjścia. Nic nie wydaje się mieć sensu i nie wiem, jak mam sobie z tym poradzić.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Nie wiem, co mam robić, ani jak sobie poradzić z tym, co mnie czeka. Czuję się bezradny i niewystarczająco dobrze przygotowany do tego, co nadchodzi. Obawiam się, że moje plany i przygotowania nie wystarczą, aby poradzić sobie z tym, co mnie czeka. Boję się, że nie będę w stanie zapewnić sobie i mojej rodzinie bezpieczeństwa i dobrobytu.",3
"""Jak możesz mówić takie rzeczy?! Jestem wściekły, że nie szanujesz moich uczuć! Nie zasługuję na takie traktowanie i nie zamierzam dłużej na to pozwalać!""",4
"""Twoje życie jest bezwartościowe, a ty sam jesteś niczym więcej niż nędznym kłębkiem nieszczęścia.""",5
"""Czyż nie jest dziwne, jak szybko czas płynie? Nie wiem, co dalej będzie, ale jestem podekscytowany, aby odkryć!""",6
"Ok, to zrobię.",0
"""Życie jest piękne! Cieszę się, że mam okazję doświadczać i dzielić radość z innymi.""",1
"""Czuję się tak, jakbym miał trwać w tym smutnym stanie wiecznie.""",2
"""Boję się, że wszystko, co robię, jest niewystarczające, aby osiągnąć moje cele i że moja praca nie zostanie doceniona.""",3
"""Czy naprawdę myślisz, że to jest zabawne? Nie mam czasu na twoje głupie żarty!""",4
"""Czuję się jakbym siedział w stogu śmierdzących odchodów.""",5
"""Co? To nie może być prawdziwe!""",6
"Zgadzam się, że mamy wiele opcji do wyboru. Musimy jednak zachować ostrożność i dokładnie przeanalizować wszystkie możliwości, zanim podejmiemy decyzję.",0
"Życie jest wspaniałe i pełne niespodzianek! Cieszę się, że jestem tu i mogę cieszyć się każdym dniem!",1
"""Czuję się tak, jakbym został wyrzucony na śmietnik życia, bez nadziei na lepsze jutro.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Wydaje mi się, że sytuacja z każdym dniem staje się coraz bardziej niepokojąca. Nie mam pewności, co przyniesie przyszłość, ale obawiam się, że może być jeszcze gorzej. Boję się, że możemy nie być w stanie poradzić sobie z tym wszystkim.",3
"""Jestem zmęczony ciągłymi obietnicami, które nigdy nie są dotrzymywane! Nie mogę już tego dłużej znosić! To jest absolutnie nie do zaakceptowania!""",4
"""Śmierdzący powietrzem zgnilizny, jakbyś siedział w miejscu, gdzie zaściełającym go były odchody martwych zwierząt.""",5
"""Czyż nie jest to dziwne, że wszyscy tak bardzo się zmieniliśmy, ale świat wokół nas pozostał taki sam?""",6
"""Myślę, że to dobry pomysł.""",0
"""Śmiech to najlepszy lek - wypróbuj go!""",1
"""Czasem czuję się tak samotny, jakby nikt nie dbał o mnie.""",2
"""Nie chcę tu być. Chcę wyjść stąd jak najszybciej!""",3
"""Nie mam już dość tego całego bezsensownego zamieszania! Jestem wściekły i zmęczony tym wszystkim i chcę, żeby to się skończyło!""",4
"""Czyż nie jest to smutny widok, gdy człowiek nie może zapanować nad swoimi instynktami i służy jedynie jako narzędzie dla swoich własnych pożądliwości?""",5
"""Hmm, to jest dziwne.""",6
"""Nie mam zdania na ten temat.""",0
"Życie jest piękne i pełne radości! Cieszę się, że mam szansę doświadczać wszystkich pozytywnych aspektów życia każdego dnia!",1
"""Czuję się tak samo jakbym był w pustce, jakbym był całkowicie sam. Nie ma nikogo, kto mógłby mnie wesprzeć ani nikogo, do kogo mógłbym się zwrócić. To jakbym był zupełnie sam na świecie.""",2
"""Nie chcę się zbliżać. Boję się, co może się stać.""",3
"""Nie mam już siły na to wszystko! Czy naprawdę muszę sam wszystko załatwiać? Nie widzę żadnej pomocy, a wszystko wokół mnie wygląda na chaos. Nie wiem już, co mam zrobić!""",4
"""Nigdy nie zrozumiem, dlaczego ludzie nadal upierają się przy tych archaicznych tradycjach. To już nie jest odpowiednie dla naszego współczesnego świata.""",5
"""To naprawdę dziwne, że wszystko wokół nas jest tak niezwykłe.""",6
"""Myślę, że zasługujemy na szacunek i wzajemny szacunek.""",0
"""Życie jest piękne! Cieszę się, że mogę cieszyć się każdym dniem!""",1
"""Czyż nie jestem przeklęty, że muszę przeżyć ten ciężki los?""",2
"""Oh Boże, co się dzieje? Nie chcę tego widzieć!""",3
"""To nie jest w porządku! Nie mam czasu na twoje głupie zabawy. Idź precz i zostaw mnie w spokoju!""",4
"""Życie jest bez sensu, więc po co się trudzić?""",5
"""Cóż, to jest dość niespodziewane!""",6
"""Nie mam zdania na ten temat, ale jestem zainteresowany słuchaniem innych opinii.""",0
"Jestem tak szczęśliwy, że moje życie jest pełne radości, miłości i wdzięczności!",1
"""Nigdy nie będę miał szansy na szczęście, niezależnie od tego, jak bardzo bym się starał.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Nie wiem, jakie konsekwencje przyniosą te wydarzenia i co z nimi zrobić. Czuję, że jestem bezsilny wobec tego, co się dzieje, a to wywołuje u mnie ogromny lęk. Nie wiem, co będzie dalej i jak sobie z tym poradzić.",3
"""Nie jestem w stanie tego dłużej znieść! Jestem zmęczony ciągłymi problemami i nie mam już siły walczyć! To już koniec, nie mogę tego dłużej znosić!""",4
"""Nie mam zamiaru poświęcać czasu na coś tak bezsensownego. To absolutnie nie ma sensu.""",5
"""Nie mogę uwierzyć, że to się stało! Jak to możliwe?""",6
"""Myślę, że to będzie interesujące doświadczenie.""",0
"Życie jest piękne i dziś jest idealny dzień, by cieszyć się z małych rzeczy.",1
"""Wszystko, co robię, wychodzi źle. Czuję się bezradny i bezsilny"".",2
"""Nie wiem, co się stanie, jeśli tu zostanę! Czuję się jakbym był ścigany przez coś okropnego i niebezpiecznego!""",3
"""Nie mam czasu na to głupie zachowanie! Idź i zajmij się czymś innym!""",4
"""Nienawidzę tego miejsca i wszystkich tu obecnych. Chcę stąd wyjechać jak najszybciej.""",5
"""Wow, to naprawdę dziwne!""",6
Nie mam zdania na ten temat.,0
"""Cieszę się, że mam to, czego potrzebuję, aby realizować swoje marzenia i osiągać sukcesy w życiu!""",1
"""Czuję się tak samotny, jakbym był na świecie całkiem sam.""",2
"""Boże, co się stanie? Czy to koniec? Czy mam jeszcze czas, by się ratować? Czy mogę jeszcze coś zrobić, by to powstrzymać? To przerażające, jak szybko wszystko się zmienia. Nie wiem, jak długo jeszcze będzie trwał ten strach.""",3
"""Czy naprawdę muszę to znowu powtarzać? To jest tak frustrujące, że jestem w stanie wybuchnąć! Nie mogę znieść tego już dłużej!""",4
"""Nie mam zamiaru się z Tobą zgadzać. Twój pogląd jest nie do przyjęcia i niezgodny z moimi wartościami"".",5
"""To jest po prostu niewiarygodne!""",6
"""Myślę, że warto zastanowić się nad sytuacją i zobaczyć, co można zrobić dalej.""",0
"""Życie jest piękne! Cieszę się, że mogę je cieszyć każdego dnia!""",1
"""Życie jest tak niesprawiedliwe, że nawet nie wiem, co mam zrobić.""",2
"""Nie wiem, czy dam radę sobie poradzić z tym wszystkim. Czuję się tak przytłoczony tym wszystkim, co dzieje się wokół mnie i nie jestem pewien, czy dam radę to wszystko znieść.""",3
" ""Czy to naprawdę tak trudne do zrozumienia? Nie mam na to czasu ani energii!""",4
"""Śmierdzi tu jak przegniłe jajko, które ktoś zostawił na słońcu przez tydzień"".",5
"""Hm, to jest dziwne...""",6
"Jestem zdania, że należy wziąć pod uwagę wszystkie możliwe opcje przed podjęciem decyzji.",0
"Życie jest piękne! Dzisiaj jest wspaniały dzień, który wypełniony jest nadzieją i radością! Jestem szczęśliwy i wdzięczny za wszystko, co mam!",1
"""Czuję się tak, jakbym był bezwartościowy i niczego nie osiągnął w życiu.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Nie wiem, co za chwilę może się wydarzyć, ale wiem, że nie jest to nic dobrego. Czuję, że zbliża się coś złego i nie wiem, jak się przed tym bronić. Obawiam się, że to może mieć poważne konsekwencje dla mnie i dla moich bliskich.",3
"""To jest po prostu niedopuszczalne! Nie mogę znieść, że ktoś tak bezczelnie próbuje mnie oszukać! Nie zasługuję na to i nie zamierzam tego zaakceptować!""",4
"""Życie jest okrutne i bezsensowne, a ludzie są bezwartościowi i bezczelni.""",5
"""Nigdy bym się nie spodziewał, że coś takiego może się wydarzyć!""",6
"""Myślę, że wszystko ma swój czas.""",0
"""Życie jest piękne! Cieszę się, że mogę je przeżyć każdego dnia.""",1
"""Czasami czuję się tak, jakbym był daleko od wszystkiego, co kiedyś znałem.""",2
"""Nie chcę tu być. Chcę stąd uciec!""",3
"""Nie mam czasu na twoje głupoty! Przestań mnie zanudzać i daj mi spokój!""",4
"""Śmierdzi tu jak zgniłe jajka i padłe zwierzę"".",5
"""Hmm, to jest dziwne.""",6
"""To zależy od sytuacji. Zależy mi na tym, aby wziąć pod uwagę wszystkie za i przeciw.""",0
"""Czuję się szczęśliwy, ponieważ mam wokół siebie ludzi, którzy mnie wspierają i są dla mnie ważni. Dzięki temu, mogę realizować swoje marzenia i osiągać sukcesy.""",1
"""Czuję się tak, jakbym był całkowicie sam w tym świecie, jakby nikt nie rozumiał ani nie szanował tego, co robię.""",2
"""Nie chcę się zbliżać, bo obawiam się, że coś złego może się stać.""",3
"""Nie mam czasu na twoje głupie pytania! Po prostu zrób to, co ci powiedziałem i nie marnuj mojego czasu!""",4
"""Czyżbyś chciała, żebym wylizał cię jak sukę, która próbuje wylizać swoje własne odchody?""",5
"""To wszystko jest takie dziwne, że nie wiem, co powiedzieć.""",6
"""Myślę, że wszystko w porządku.""",0
"""Życie jest piękne i jestem szczęśliwy, że mogę cieszyć się każdym dniem!""",1
"""Nic nie idzie po mojej myśli; czuję się jakbym był w pułapce"".",2
"""Nie wiem, co się stanie, jeśli nie poradzę sobie z tą sytuacją. Obawiam się, że moje życie może się całkowicie zmienić w ciągu najbliższych kilku dni.""",3
